id,tokenNumber,word,vowel,F1,F2,gender,age,english_variety
24,36,suffered,SCHWA,348.249,1359.982,Female,30-39,AusE
24,35,suffered,STRUT,399.89,1347.999,Female,30-39,AusE
24,48,lot,LOT,378.068,1173.544,Female,30-39,AusE
24,57,lower,SCHWA,362.452,1177.434,Female,30-39,AusE
24,58,back,TRAP,421.229,1416.941,Female,30-39,AusE
24,59,palm,PALM,430.778,1264.74,Female,30-39,AusE
24,69,treatment,SCHWA,311.121,1441.685,Female,30-39,AusE
24,49,force,FORCE,339.389,1050.912,Female,30-39,AusE
24,50,trap,TRAP,428.33,1369.32,Female,30-39,AusE
24,51,sarah,DRESS,372.07,1479.502,Female,30-39,AusE
24,52,sarah,SCHWA,358.763,1376.945,Female,30-39,AusE
24,53,started,START,408.818,1362.472,Female,30-39,AusE
24,54,started,SCHWA,326.531,1408.848,Female,30-39,AusE
24,55,touch,STRUT,428.951,1334.927,Female,30-39,AusE
24,13,washing,LOT,373.414,1207.626,Female,30-39,AusE
24,62,bath,BATH,419.85,1260.849,Female,30-39,AusE
24,4,nurse,NURSE,365.83,1435.305,Female,30-39,AusE
24,61,relaxing,TRAP,431.846,1376.634,Female,30-39,AusE
24,64,cloth,CLOTH,385.756,1154.713,Female,30-39,AusE
24,65,sarah,DRESS,362.245,1471.254,Female,30-39,AusE
24,66,sarah,SCHWA,374.069,1207.781,Female,30-39,AusE
24,1,sarah,DRESS,364.761,1503.313,Female,30-39,AusE
24,5,north,FORCE,369.657,1106.781,Female,30-39,AusE
24,10,after,BATH,430.467,1307.381,Female,30-39,AusE
24,11,after,SCHWA,361.211,1506.269,Female,30-39,AusE
24,72,harrison,SCHWA,316.844,1543.619,Female,30-39,AusE
24,73,thought,THOUGHT,327.22,1078.146,Female,30-39,AusE
24,71,harrison,TRAP,410.059,1413.828,Female,30-39,AusE
24,3,vet,DRESS,380.585,1501.912,Female,30-39,AusE
24,70,expensive,DRESS,378.172,1493.664,Female,30-39,AusE
24,38,form,FORCE,345.525,1083.437,Female,30-39,AusE
24,39,foot,FOOT,341.63,1174.322,Female,30-39,AusE
24,42,comma,LOT,416.264,1203.112,Female,30-39,AusE
24,43,comma,SCHWA,418.298,1264.273,Female,30-39,AusE
25,68,warned,FORCE,379.861,1096.198,Female,30-39,AusE
25,4,nurse,NURSE,368.76,1451.801,Female,30-39,AusE
25,3,vet,DRESS,386.066,1460.671,Female,30-39,AusE
25,5,north,FORCE,383.998,1190.04,Female,30-39,AusE
25,10,after,BATH,448.462,1218.675,Female,30-39,AusE
25,22,picked,KIT,354.04,1694.42,Female,30-39,AusE
25,23,kit,KIT,358.074,1669.831,Female,30-39,AusE
25,24,headed,DRESS,373.345,1549.689,Female,30-39,AusE
25,25,headed,SCHWA,343.078,1435.616,Female,30-39,AusE
25,37,suffered,SCHWA,337.631,1391.107,Female,30-39,AusE
25,18,dress,DRESS,393.443,1435.46,Female,30-39,AusE
25,67,sarah,SCHWA,346.939,1275.011,Female,30-39,AusE
25,1,sarah,DRESS,396.304,1599.022,Female,30-39,AusE
25,20,jacket,TRAP,401.613,1380.213,Female,30-39,AusE
25,21,jacket,SCHWA,363.727,1453.824,Female,30-39,AusE
25,2,sarah,SCHWA,364.727,1360.449,Female,30-39,AusE
25,36,suffered,STRUT,404.233,1312.672,Female,30-39,AusE
25,63,bath,BATH,447.015,1267.386,Female,30-39,AusE
25,71,expensive,DRESS,369.622,1469.542,Female,30-39,AusE
25,49,lot,LOT,388.858,1251.201,Female,30-39,AusE
25,72,harrison,TRAP,433.467,1377.568,Female,30-39,AusE
25,50,force,FORCE,367.071,1067.252,Female,30-39,AusE
25,47,would,FOOT,335.873,1324.033,Female,30-39,AusE
25,59,back,TRAP,435.018,1362.161,Female,30-39,AusE
25,60,palm,PALM,447.601,1258.982,Female,30-39,AusE
25,46,strong,LOT,414.954,1180.391,Female,30-39,AusE
25,70,treatment,SCHWA,326.565,1562.139,Female,30-39,AusE
25,73,harrison,SCHWA,313.293,1406.514,Female,30-39,AusE
25,74,thought,THOUGHT,372.794,1138.061,Female,30-39,AusE
25,13,washing,LOT,369.726,1249.333,Female,30-39,AusE
25,15,put,FOOT,349.593,1263.806,Female,30-39,AusE
25,16,yellow,DRESS,388.203,1481.058,Female,30-39,AusE
25,39,form,FORCE,378.999,1111.45,Female,30-39,AusE
25,40,foot,FOOT,342.595,1122.655,Female,30-39,AusE
25,43,comma,LOT,423.504,1206.069,Female,30-39,AusE
25,44,comma,SCHWA,404.992,1416.63,Female,30-39,AusE
25,11,after,SCHWA,355.729,1532.103,Female,30-39,AusE
25,58,lower,SCHWA,371.794,1256.025,Female,30-39,AusE
25,51,trap,TRAP,419.367,1284.815,Female,30-39,AusE
25,52,sarah,DRESS,392.306,1510.627,Female,30-39,AusE
25,53,sarah,SCHWA,359.28,1371.965,Female,30-39,AusE
25,54,started,START,446.118,1358.582,Female,30-39,AusE
25,55,started,SCHWA,329.254,1457.403,Female,30-39,AusE
25,56,touch,STRUT,421.194,1331.503,Female,30-39,AusE
25,31,woman,FOOT,345.215,1087.016,Female,30-39,AusE
25,32,woman,SCHWA,356.453,1309.56,Female,30-39,AusE
25,28,woman,FOOT,337.217,1096.976,Female,30-39,AusE
25,62,relaxing,TRAP,439.017,1331.659,Female,30-39,AusE
25,66,sarah,DRESS,394.374,1462.072,Female,30-39,AusE
25,33,had,TRAP,403.682,1500.356,Female,30-39,AusE
25,65,cloth,CLOTH,395.305,1174.322,Female,30-39,AusE
25,29,woman,SCHWA,314.672,1219.609,Female,30-39,AusE
26,31,woman,SCHWA,395.512,1464.718,Female,20-29,AusE
26,32,had,TRAP,408.025,1465.963,Female,20-29,AusE
26,10,after,BATH,464.734,1302.09,Female,20-29,AusE
26,22,picked,KIT,333.46,1622.365,Female,20-29,AusE
26,30,woman,FOOT,334.977,1156.114,Female,20-29,AusE
26,43,comma,SCHWA,348.007,1233.148,Female,20-29,AusE
26,23,kit,KIT,342.216,1635.438,Female,20-29,AusE
26,24,headed,DRESS,350.455,1530.547,Female,20-29,AusE
26,27,woman,FOOT,341.492,1105.38,Female,20-29,AusE
26,28,woman,SCHWA,330.736,1380.058,Female,20-29,AusE
26,20,jacket,TRAP,406.267,1424.255,Female,20-29,AusE
26,21,jacket,SCHWA,370.691,1493.041,Female,20-29,AusE
26,57,lower,SCHWA,365.52,1188.951,Female,20-29,AusE
26,58,back,TRAP,453.151,1405.269,Female,20-29,AusE
26,59,palm,PALM,382.481,1264.117,Female,20-29,AusE
26,61,relaxing,TRAP,434.466,1335.082,Female,20-29,AusE
26,62,bath,BATH,417.437,1240.618,Female,20-29,AusE
26,64,cloth,CLOTH,355.04,1179.924,Female,20-29,AusE
26,65,sarah,DRESS,377.585,1527.279,Female,20-29,AusE
26,66,sarah,SCHWA,370.277,1224.9,Female,20-29,AusE
26,67,warned,FORCE,354.178,1158.759,Female,20-29,AusE
26,35,suffered,STRUT,392.512,1289.951,Female,20-29,AusE
26,36,suffered,SCHWA,334.253,1326.212,Female,20-29,AusE
26,38,form,FORCE,349.524,1113.94,Female,20-29,AusE
26,39,foot,FOOT,344.595,1192.53,Female,20-29,AusE
26,42,comma,LOT,384.342,1180.236,Female,20-29,AusE
26,11,after,SCHWA,363.624,1520.898,Female,20-29,AusE
26,1,sarah,DRESS,373.207,1556.847,Female,20-29,AusE
26,2,sarah,SCHWA,383.17,1226.456,Female,20-29,AusE
26,3,vet,DRESS,392.616,1495.376,Female,20-29,AusE
26,4,nurse,NURSE,412.231,1480.591,Female,20-29,AusE
26,5,north,FORCE,354.351,1163.584,Female,20-29,AusE
26,54,started,SCHWA,339.217,1401.69,Female,20-29,AusE
26,71,harrison,TRAP,428.916,1303.179,Female,20-29,AusE
26,69,treatment,SCHWA,328.53,1405.58,Female,20-29,AusE
26,73,thought,THOUGHT,355.04,1158.915,Female,20-29,AusE
26,72,harrison,SCHWA,335.873,1175.567,Female,20-29,AusE
26,51,sarah,DRESS,352.627,1532.259,Female,20-29,AusE
26,48,lot,LOT,364.52,1197.354,Female,20-29,AusE
26,52,sarah,SCHWA,342.078,1430.013,Female,20-29,AusE
26,46,would,FOOT,341.699,1339.129,Female,20-29,AusE
26,50,trap,TRAP,411.3,1378.346,Female,20-29,AusE
26,49,force,FORCE,342.526,1106.47,Female,20-29,AusE
26,18,dress,DRESS,386.549,1437.483,Female,20-29,AusE
26,15,put,FOOT,352.351,1215.718,Female,20-29,AusE
26,16,yellow,DRESS,390.203,1424.411,Female,20-29,AusE
26,70,expensive,DRESS,378.689,1456.314,Female,20-29,AusE
26,45,strong,LOT,372.518,1207.781,Female,20-29,AusE
26,13,washing,LOT,334.287,1202.179,Female,20-29,AusE
26,55,touch,STRUT,421.401,1324.5,Female,20-29,AusE
27,29,woman,FOOT,358.901,1024.144,Male,40-49,AusE
27,30,woman,SCHWA,319.67,1371.498,Male,40-49,AusE
27,31,had,TRAP,375.758,1386.75,Male,40-49,AusE
27,44,strong,LOT,384.032,1168.408,Male,40-49,AusE
27,45,would,FOOT,341.492,1267.386,Male,40-49,AusE
27,13,washing,LOT,374.621,1291.352,Male,40-49,AusE
27,15,put,FOOT,348.731,1238.751,Male,40-49,AusE
27,16,yellow,DRESS,371.07,1395.465,Male,40-49,AusE
27,18,dress,DRESS,368.105,1411.494,Male,40-49,AusE
27,20,jacket,TRAP,371.932,1445.42,Male,40-49,AusE
27,21,picked,KIT,338.458,1585.638,Male,40-49,AusE
27,22,kit,KIT,343.802,1567.43,Male,40-49,AusE
27,23,headed,DRESS,361.762,1479.969,Male,40-49,AusE
27,26,woman,FOOT,366.002,987.105,Male,40-49,AusE
27,27,woman,SCHWA,340.768,1325.589,Male,40-49,AusE
27,35,suffered,SCHWA,350.593,1346.754,Male,40-49,AusE
27,47,lot,LOT,373.173,1224.589,Male,40-49,AusE
27,56,lower,SCHWA,361.659,1191.285,Male,40-49,AusE
27,57,back,TRAP,397.649,1391.574,Male,40-49,AusE
27,58,palm,PALM,413.679,1275.167,Male,40-49,AusE
27,34,suffered,STRUT,383.86,1292.285,Male,40-49,AusE
27,69,expensive,DRESS,359.349,1428.613,Male,40-49,AusE
27,70,harrison,TRAP,401.269,1408.07,Male,40-49,AusE
27,48,force,FORCE,348.283,1152.846,Male,40-49,AusE
27,49,trap,TRAP,390.41,1357.803,Male,40-49,AusE
27,50,sarah,DRESS,363.383,1498.333,Male,40-49,AusE
27,51,sarah,SCHWA,371.311,1430.013,Male,40-49,AusE
27,52,started,START,391.34,1311.894,Male,40-49,AusE
27,53,started,SCHWA,344.939,1356.403,Male,40-49,AusE
27,54,touch,STRUT,381.102,1326.834,Male,40-49,AusE
27,11,after,SCHWA,353.041,1457.559,Male,40-49,AusE
27,61,bath,BATH,411.473,1297.11,Male,40-49,AusE
27,2,sarah,SCHWA,361.555,1348.31,Male,40-49,AusE
27,3,vet,DRESS,364.417,1458.026,Male,40-49,AusE
27,60,relaxing,TRAP,415.541,1351.734,Male,40-49,AusE
27,63,cloth,CLOTH,371.932,1152.223,Male,40-49,AusE
27,64,sarah,DRESS,360.487,1448.221,Male,40-49,AusE
27,5,north,FORCE,401.855,1614.273,Male,40-49,AusE
27,65,sarah,SCHWA,361.9,1235.949,Male,40-49,AusE
27,66,warned,FORCE,372.828,1233.771,Male,40-49,AusE
27,4,nurse,NURSE,355.316,1437.328,Male,40-49,AusE
27,71,harrison,SCHWA,333.667,1383.637,Male,40-49,AusE
27,10,after,BATH,398.683,1315.629,Male,40-49,AusE
27,72,thought,THOUGHT,359.315,1209.96,Male,40-49,AusE
27,38,foot,FOOT,358.074,1202.801,Male,40-49,AusE
27,1,sarah,DRESS,362.796,1477.323,Male,40-49,AusE
27,37,form,FORCE,369.726,1032.392,Male,40-49,AusE
27,41,comma,LOT,381.688,1173.388,Male,40-49,AusE
27,42,comma,SCHWA,373.38,1359.671,Male,40-49,AusE
28,27,woman,SCHWA,349.662,1336.172,Female,20-29,AusE
28,60,relaxing,TRAP,423.918,1358.27,Female,20-29,AusE
28,60,relaxing,TRAP,423.918,1358.27,Female,20-29,AusE
28,27,woman,SCHWA,349.662,1336.172,Female,20-29,AusE
28,15,put,FOOT,357.488,1247.466,Female,20-29,AusE
28,15,put,FOOT,357.488,1247.466,Female,20-29,AusE
28,16,yellow,DRESS,388.169,1411.183,Female,20-29,AusE
28,16,yellow,DRESS,388.169,1411.183,Female,20-29,AusE
28,18,dress,DRESS,381.067,1435.46,Female,20-29,AusE
28,18,dress,DRESS,381.067,1435.46,Female,20-29,AusE
28,41,comma,LOT,421.677,1216.029,Female,20-29,AusE
28,41,comma,LOT,421.677,1216.029,Female,20-29,AusE
28,42,comma,SCHWA,426.262,1226.145,Female,20-29,AusE
28,42,comma,SCHWA,426.262,1226.145,Female,20-29,AusE
28,10,after,BATH,433.225,1240.929,Female,20-29,AusE
28,10,after,BATH,433.225,1240.929,Female,20-29,AusE
28,11,after,SCHWA,362.383,1572.877,Female,20-29,AusE
28,11,after,SCHWA,362.383,1572.877,Female,20-29,AusE
28,57,back,TRAP,410.99,1385.816,Female,20-29,AusE
28,57,back,TRAP,410.99,1385.816,Female,20-29,AusE
28,58,palm,PALM,443.498,1252.446,Female,20-29,AusE
28,58,palm,PALM,443.498,1252.446,Female,20-29,AusE
28,21,picked,KIT,326.186,1626.567,Female,20-29,AusE
28,21,picked,KIT,326.186,1626.567,Female,20-29,AusE
28,22,kit,KIT,337.217,1633.415,Female,20-29,AusE
28,22,kit,KIT,337.217,1633.415,Female,20-29,AusE
28,23,headed,DRESS,376.138,1488.373,Female,20-29,AusE
28,23,headed,DRESS,376.138,1488.373,Female,20-29,AusE
28,26,woman,FOOT,360.452,1123.121,Female,20-29,AusE
28,26,woman,FOOT,360.452,1123.121,Female,20-29,AusE
28,38,foot,FOOT,345.87,1235.638,Female,20-29,AusE
28,38,foot,FOOT,345.87,1235.638,Female,20-29,AusE
28,65,sarah,SCHWA,353.041,1178.057,Female,20-29,AusE
28,65,sarah,SCHWA,353.041,1178.057,Female,20-29,AusE
28,29,woman,FOOT,353.282,1102.89,Female,20-29,AusE
28,29,woman,FOOT,353.282,1102.89,Female,20-29,AusE
28,66,warned,FORCE,389.41,1231.747,Female,20-29,AusE
28,66,warned,FORCE,389.41,1231.747,Female,20-29,AusE
28,1,sarah,DRESS,391.271,1505.336,Female,20-29,AusE
28,1,sarah,DRESS,391.271,1505.336,Female,20-29,AusE
28,2,sarah,SCHWA,398.924,1275.167,Female,20-29,AusE
28,2,sarah,SCHWA,398.924,1275.167,Female,20-29,AusE
28,3,vet,DRESS,392.512,1477.79,Female,20-29,AusE
28,3,vet,DRESS,392.512,1477.79,Female,20-29,AusE
28,37,form,FORCE,363.279,1158.604,Female,20-29,AusE
28,37,form,FORCE,363.279,1158.604,Female,20-29,AusE
28,64,sarah,DRESS,376,1460.516,Female,20-29,AusE
28,64,sarah,DRESS,376,1460.516,Female,20-29,AusE
28,31,had,TRAP,392.306,1424.255,Female,20-29,AusE
28,31,had,TRAP,392.306,1424.255,Female,20-29,AusE
28,63,cloth,CLOTH,389.1,1202.023,Female,20-29,AusE
28,63,cloth,CLOTH,389.1,1202.023,Female,20-29,AusE
28,35,suffered,SCHWA,331.46,1307.692,Female,20-29,AusE
28,35,suffered,SCHWA,331.46,1307.692,Female,20-29,AusE
28,34,suffered,STRUT,404.371,1320.765,Female,20-29,AusE
28,34,suffered,STRUT,404.371,1320.765,Female,20-29,AusE
28,30,woman,SCHWA,358.384,1324.189,Female,20-29,AusE
28,30,woman,SCHWA,358.384,1324.189,Female,20-29,AusE
28,69,expensive,DRESS,374.517,1422.232,Female,20-29,AusE
28,69,expensive,DRESS,374.517,1422.232,Female,20-29,AusE
28,70,harrison,TRAP,421.056,1372.743,Female,20-29,AusE
28,70,harrison,TRAP,421.056,1372.743,Female,20-29,AusE
28,4,nurse,NURSE,388.858,1382.081,Female,20-29,AusE
28,4,nurse,NURSE,388.858,1382.081,Female,20-29,AusE
28,5,north,FORCE,373.069,1160.938,Female,20-29,AusE
28,5,north,FORCE,373.069,1160.938,Female,20-29,AusE
28,20,jacket,TRAP,380.24,1434.993,Female,20-29,AusE
28,20,jacket,TRAP,380.24,1434.993,Female,20-29,AusE
28,53,started,SCHWA,315.809,1365.118,Female,20-29,AusE
28,53,started,SCHWA,315.809,1365.118,Female,20-29,AusE
28,54,touch,STRUT,402.268,1347.065,Female,20-29,AusE
28,54,touch,STRUT,402.268,1347.065,Female,20-29,AusE
28,56,lower,SCHWA,341.354,1168.875,Female,20-29,AusE
28,56,lower,SCHWA,341.354,1168.875,Female,20-29,AusE
28,68,treatment,SCHWA,329.461,1371.965,Female,20-29,AusE
28,68,treatment,SCHWA,329.461,1371.965,Female,20-29,AusE
28,47,lot,LOT,381.102,1251.979,Female,20-29,AusE
28,47,lot,LOT,381.102,1251.979,Female,20-29,AusE
28,48,force,FORCE,361.142,1135.883,Female,20-29,AusE
28,48,force,FORCE,361.142,1135.883,Female,20-29,AusE
28,71,harrison,SCHWA,307.674,1271.899,Female,20-29,AusE
28,71,harrison,SCHWA,307.674,1271.899,Female,20-29,AusE
28,72,thought,THOUGHT,365.072,1228.168,Female,20-29,AusE
28,72,thought,THOUGHT,365.072,1228.168,Female,20-29,AusE
28,52,started,START,402.406,1348.155,Female,20-29,AusE
28,52,started,START,402.406,1348.155,Female,20-29,AusE
28,49,trap,TRAP,409.129,1333.37,Female,20-29,AusE
28,49,trap,TRAP,409.129,1333.37,Female,20-29,AusE
28,50,sarah,DRESS,373.552,1471.41,Female,20-29,AusE
28,50,sarah,DRESS,373.552,1471.41,Female,20-29,AusE
28,61,bath,BATH,419.643,1256.803,Female,20-29,AusE
28,61,bath,BATH,419.643,1256.803,Female,20-29,AusE
28,51,sarah,SCHWA,376.689,1419.742,Female,20-29,AusE
28,51,sarah,SCHWA,376.689,1419.742,Female,20-29,AusE
28,13,washing,LOT,386.411,1202.49,Female,20-29,AusE
28,13,washing,LOT,386.411,1202.49,Female,20-29,AusE
28,45,would,FOOT,334.253,1321.232,Female,20-29,AusE
28,45,would,FOOT,334.253,1321.232,Female,20-29,AusE
28,44,strong,LOT,400.097,1204.513,Female,20-29,AusE
28,44,strong,LOT,400.097,1204.513,Female,20-29,AusE
29,10,after,BATH,398.821,1234.082,Male,60-69,OtherCmwth
29,20,jacket,TRAP,405.302,1434.215,Male,60-69,OtherCmwth
29,44,strong,LOT,390.065,1170.898,Male,60-69,OtherCmwth
29,67,treatment,SCHWA,310.397,1324.189,Male,60-69,OtherCmwth
29,1,sarah,DRESS,393.305,1427.056,Male,60-69,OtherCmwth
29,2,sarah,SCHWA,381.033,1369.008,Male,60-69,OtherCmwth
29,3,vet,DRESS,386.652,1456.158,Male,60-69,OtherCmwth
29,4,nurse,NURSE,375.896,1375.078,Male,60-69,OtherCmwth
29,5,north,FORCE,358.867,1151.134,Male,60-69,OtherCmwth
29,41,comma,LOT,346.215,1161.405,Male,60-69,OtherCmwth
29,42,comma,SCHWA,370.863,1260.849,Male,60-69,OtherCmwth
29,11,after,SCHWA,352.213,1352.201,Male,60-69,OtherCmwth
29,13,washing,LOT,373.069,1225.834,Male,60-69,OtherCmwth
29,15,put,FOOT,345.525,1252.601,Male,60-69,OtherCmwth
29,16,yellow,DRESS,383.963,1446.51,Male,60-69,OtherCmwth
29,29,woman,FOOT,367.416,1108.96,Male,60-69,OtherCmwth
29,30,woman,SCHWA,348.835,1332.592,Male,60-69,OtherCmwth
29,31,had,TRAP,398.821,1383.948,Male,60-69,OtherCmwth
29,34,suffered,STRUT,393.547,1292.285,Male,60-69,OtherCmwth
29,35,suffered,SCHWA,343.009,1348.155,Male,60-69,OtherCmwth
29,37,form,FORCE,308.639,1082.97,Male,60-69,OtherCmwth
29,38,foot,FOOT,355.902,1285.594,Male,60-69,OtherCmwth
29,64,sarah,SCHWA,367.83,1285.749,Male,60-69,OtherCmwth
29,65,warned,FORCE,362.279,1058.382,Male,60-69,OtherCmwth
29,55,lower,SCHWA,366.278,1233.304,Male,60-69,OtherCmwth
29,21,picked,KIT,344.526,1554.357,Male,60-69,OtherCmwth
29,45,would,FOOT,326.186,1406.047,Male,60-69,OtherCmwth
29,68,expensive,DRESS,383.618,1439.818,Male,60-69,OtherCmwth
29,69,mrs,KIT,316.292,1506.114,Male,60-69,OtherCmwth
29,70,harrison,TRAP,413.92,1409.315,Male,60-69,OtherCmwth
29,72,thought,THOUGHT,353.282,1154.402,Male,60-69,OtherCmwth
29,18,dress,DRESS,387.548,1397.955,Male,60-69,OtherCmwth
29,53,touch,STRUT,405.612,1310.805,Male,60-69,OtherCmwth
29,23,headed,DRESS,353.247,1532.103,Male,60-69,OtherCmwth
29,26,woman,FOOT,290.23,1099.933,Male,60-69,OtherCmwth
29,27,woman,SCHWA,331.185,1259.137,Male,60-69,OtherCmwth
29,57,palm,PALM,402.923,1221.321,Male,60-69,OtherCmwth
29,59,relaxing,TRAP,418.953,1410.716,Male,60-69,OtherCmwth
29,56,back,TRAP,427.813,1368.853,Male,60-69,OtherCmwth
29,60,bath,BATH,406.819,1243.419,Male,60-69,OtherCmwth
29,62,cloth,CLOTH,404.13,1179.302,Male,60-69,OtherCmwth
29,63,sarah,DRESS,372.38,1409.004,Male,60-69,OtherCmwth
29,49,trap,TRAP,424.228,1372.277,Male,60-69,OtherCmwth
29,47,lot,LOT,375.276,1198.911,Male,60-69,OtherCmwth
29,51,sarah,SCHWA,362.417,1399.044,Male,60-69,OtherCmwth
29,48,force,FORCE,344.422,1045.153,Male,60-69,OtherCmwth
29,50,sarah,DRESS,383.825,1441.53,Male,60-69,OtherCmwth
29,52,started,START,392.409,1262.406,Male,60-69,OtherCmwth
29,22,kit,KIT,351.213,1536.149,Male,60-69,OtherCmwth
30,69,expensive,DRESS,392.34,1467.052,Female,20-29,OtherCmwth
30,70,harrison,TRAP,424.435,1352.823,Female,20-29,OtherCmwth
30,38,foot,FOOT,340.079,1152.379,Female,20-29,OtherCmwth
30,61,bath,BATH,416.747,1234.393,Female,20-29,OtherCmwth
30,63,cloth,CLOTH,380.274,1170.898,Female,20-29,OtherCmwth
30,64,sarah,DRESS,350.938,1506.269,Female,20-29,OtherCmwth
30,65,sarah,SCHWA,358.729,1201.401,Female,20-29,OtherCmwth
30,66,warned,FORCE,384.308,1180.236,Female,20-29,OtherCmwth
30,68,treatment,SCHWA,365.623,1408.848,Female,20-29,OtherCmwth
30,47,lot,LOT,381.033,1195.176,Female,20-29,OtherCmwth
30,15,put,FOOT,332.598,1244.509,Female,20-29,OtherCmwth
30,4,nurse,NURSE,380.654,1401.845,Female,20-29,OtherCmwth
30,5,north,FORCE,342.94,1132.77,Female,20-29,OtherCmwth
30,10,after,BATH,426.813,1249.8,Female,20-29,OtherCmwth
30,11,after,SCHWA,330.357,1649.133,Female,20-29,OtherCmwth
30,23,headed,DRESS,385.928,1490.396,Female,20-29,OtherCmwth
30,60,relaxing,TRAP,416.471,1328.39,Female,20-29,OtherCmwth
30,35,suffered,SCHWA,344.077,1379.124,Female,20-29,OtherCmwth
30,34,suffered,STRUT,396.063,1317.341,Female,20-29,OtherCmwth
30,37,form,FORCE,346.284,1100.089,Female,20-29,OtherCmwth
30,13,washing,LOT,361.762,1275.789,Female,20-29,OtherCmwth
30,26,woman,FOOT,344.077,1177.123,Female,20-29,OtherCmwth
30,1,sarah,DRESS,391.857,1447.288,Female,20-29,OtherCmwth
30,2,sarah,SCHWA,376.999,1278.279,Female,20-29,OtherCmwth
30,3,vet,DRESS,391.513,1450.867,Female,20-29,OtherCmwth
30,27,woman,SCHWA,340.665,1364.495,Female,20-29,OtherCmwth
30,29,woman,FOOT,342.974,1200,Female,20-29,OtherCmwth
30,30,woman,SCHWA,366.623,1415.385,Female,20-29,OtherCmwth
30,31,had,TRAP,424.848,1382.859,Female,20-29,OtherCmwth
30,58,palm,PALM,405.75,1197.51,Female,20-29,OtherCmwth
30,18,dress,DRESS,395.063,1401.69,Female,20-29,OtherCmwth
30,48,force,FORCE,340.044,1083.593,Female,20-29,OtherCmwth
30,16,yellow,DRESS,385.032,1371.81,Female,20-29,OtherCmwth
30,20,jacket,TRAP,415.816,1403.557,Female,20-29,OtherCmwth
30,21,picked,KIT,336.218,1626.412,Female,20-29,OtherCmwth
30,22,kit,KIT,331.495,1604.313,Female,20-29,OtherCmwth
30,56,lower,SCHWA,354.282,1201.867,Female,20-29,OtherCmwth
30,72,thought,THOUGHT,351.972,1113.784,Female,20-29,OtherCmwth
30,71,harrison,SCHWA,345.732,1325.589,Female,20-29,OtherCmwth
30,54,touch,STRUT,407.681,1292.285,Female,20-29,OtherCmwth
30,50,sarah,DRESS,369.071,1487.906,Female,20-29,OtherCmwth
30,52,started,START,398.338,1334.927,Female,20-29,OtherCmwth
30,51,sarah,SCHWA,366.278,1415.385,Female,20-29,OtherCmwth
30,53,started,SCHWA,327.875,1435.149,Female,20-29,OtherCmwth
30,49,trap,TRAP,429.985,1340.373,Female,20-29,OtherCmwth
30,41,comma,LOT,400.545,1171.832,Female,20-29,OtherCmwth
30,44,strong,LOT,414.127,1216.029,Female,20-29,OtherCmwth
30,45,would,FOOT,342.285,1480.436,Female,20-29,OtherCmwth
30,42,comma,SCHWA,412.817,1272.832,Female,20-29,OtherCmwth
30,57,back,TRAP,437.741,1353.602,Female,20-29,OtherCmwth
31,13,washing,LOT,376.931,1223.188,Male,20-29,AusE
31,10,after,BATH,430.364,1285.749,Male,20-29,AusE
31,5,north,FORCE,367.588,1207.159,Male,20-29,AusE
31,44,comma,SCHWA,400.303,1280.925,Male,20-29,AusE
31,46,strong,LOT,396.304,1224.433,Male,20-29,AusE
31,47,would,FOOT,339.389,1469.698,Male,20-29,AusE
31,15,put,FOOT,364.796,1230.814,Male,20-29,AusE
31,16,yellow,DRESS,371.036,1443.397,Male,20-29,AusE
31,67,warned,FORCE,393.03,1082.659,Male,20-29,AusE
31,65,sarah,DRESS,375.138,1423.944,Male,20-29,AusE
31,66,sarah,SCHWA,370.139,1266.452,Male,20-29,AusE
31,2,sarah,SCHWA,370.829,1256.181,Male,20-29,AusE
31,69,treatment,SCHWA,319.981,1391.574,Male,20-29,AusE
31,1,sarah,DRESS,398.304,1375.078,Male,20-29,AusE
31,3,vet,DRESS,385.928,1394.531,Male,20-29,AusE
31,40,foot,FOOT,370.174,1284.349,Male,20-29,AusE
31,52,sarah,DRESS,391.444,1430.791,Male,20-29,AusE
31,62,bath,BATH,420.505,1170.276,Male,20-29,AusE
31,64,cloth,CLOTH,413.92,1124.522,Male,20-29,AusE
31,61,relaxing,TRAP,396.58,1349.088,Male,20-29,AusE
31,59,palm,PALM,403.509,1244.664,Male,20-29,AusE
31,37,suffered,SCHWA,327.496,1363.873,Male,20-29,AusE
31,73,thought,THOUGHT,368.036,1246.376,Male,20-29,AusE
31,53,sarah,SCHWA,368.76,1351.89,Male,20-29,AusE
31,54,started,START,405.991,1321.854,Male,20-29,AusE
31,55,touch,STRUT,402.992,1320.298,Male,20-29,AusE
31,57,lower,SCHWA,372.794,1216.496,Male,20-29,AusE
31,58,back,TRAP,407.336,1296.799,Male,20-29,AusE
31,36,suffered,STRUT,398.924,1276.723,Male,20-29,AusE
31,49,lot,LOT,367.106,1262.25,Male,20-29,AusE
31,51,trap,TRAP,403.096,1302.09,Male,20-29,AusE
31,18,dress,DRESS,369.243,1354.847,Male,20-29,AusE
31,20,jacket,TRAP,397.546,1369.475,Male,20-29,AusE
31,21,jacket,SCHWA,364.589,1423.788,Male,20-29,AusE
31,22,picked,KIT,337.872,1572.41,Male,20-29,AusE
31,23,kit,KIT,358.212,1529.924,Male,20-29,AusE
31,24,headed,DRESS,382.446,1409.315,Male,20-29,AusE
